Date,"Fase, banco, y malla programada",Estado / Motivo de suspensión,Hora de ejecución,URL
13-02-2024,Fase 06 Banco 950 Malla 16A,Ejecutada,11:29,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\02.Febrero\Registro%20tronaduras%20ejecutadas%2013-02-2024.pdf
26-02-2024,Fase 07 Banco 950 Malla 01A-02B-05A,Ejecutada,11:32,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\02.Febrero\Registro%20tronaduras%20ejecutadas%2026-02-2024.pdf
26-02-2024,Fase 07 Banco 950 Malla Precorte,Ejecutada,11:32,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\02.Febrero\Registro%20tronaduras%20ejecutadas%2026-02-2024.pdf
28-02-2024,Fase 07 Banco 960 Malla 12A,Ejecutada,11:56,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\02.Febrero\Registro%20tronaduras%20ejecutadas%2028-02-2024.pdf
28-02-2024,Fase 07 Banco 960 Malla Precorte,Ejecutada,11:56,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\02.Febrero\Registro%20tronaduras%20ejecutadas%2028-02-2024.pdf
29-02-2024,Fase 06 Banco 950 Malla 17A-14D,Ejecutada,12:19,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\02.Febrero\Registro%20tronaduras%20ejecutadas%2029-02-2024.pdf
29-02-2024,Fase 06 Banco 950 Malla Precorte,Ejecutada,12:19,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\02.Febrero\Registro%20tronaduras%20ejecutadas%2029-02-2024.pdf
09-03-2024,Fase 06 Banco 960 mallas 07f-18b,Ejecutada,13:07,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\03.Marzo\Registro%20tronadura%20ejecutada%2009-03-2024.pdf
09-03-2024,Fase 06 Banco 960 malla Precorte,Ejecutada,13:07,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\03.Marzo\Registro%20tronadura%20ejecutada%2009-03-2024.pdf
09-03-2024,Fase 06 Banco 940 mallas 19c-20b,Suspendida por condición operacional,8:00,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\03.Marzo\Registro%20tronadura%20ejecutada%2009-03-2024.pdf
28-03-2024,Fase 06 Banco 950 mallas 22B,Ejecutada,10:25,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\03.Marzo\Registro%20tronadura%20ejecutada%2028-03-2024.pdf
28-03-2024,Fase 06 Banco 950 malla Precorte,Ejecutada,10:25,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\03.Marzo\Registro%20tronadura%20ejecutada%2028-03-2024.pdf
28-03-2024,Fase 07 Banco 940 mallas 03A,Ejecutada,12:10,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\03.Marzo\Registro%20tronadura%20ejecutada%2028-03-2024.pdf
21-03-2024,Fase 06 Banco 950 Malla 11C-23A,Ejecutada,12:09,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\03.Marzo\Registro%20tronaduras%20ejecutadas%20%2021-03-2024.pdf
02-03-2024,Fase 06 Banco 940 mallas 19b-20a,Ejecutada,10:35,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\03.Marzo\Registro%20tronaduras%20ejecutadas%2002-03-2024.pdf
02-03-2024,0,Ejecutada,10:35,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\03.Marzo\Registro%20tronaduras%20ejecutadas%2002-03-2024.pdf
04-03-2024,Fase 07 Banco 950 mallas 07b-09a-10a,Ejecutada,11:31,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\03.Marzo\Registro%20tronaduras%20ejecutadas%2004-03-2024.pdf
04-03-2024,Fase 07 Banco 950 mallas precorte,Ejecutada,11:31,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\03.Marzo\Registro%20tronaduras%20ejecutadas%2004-03-2024.pdf
06-03-2024,Fase 07 Banco 950 Malla 5B-8A-11A,Ejecutada,12:16,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\03.Marzo\Registro%20tronaduras%20ejecutadas%2006-03-2024.pdf
11-03-2024,Fase 06 Banco 940 mallas 19c-20b,Ejecutada,13:08,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\03.Marzo\Registro%20tronaduras%20ejecutadas%2011-03-2024.pdf
11-03-2024,0,Ejecutada,13:08,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\03.Marzo\Registro%20tronaduras%20ejecutadas%2011-03-2024.pdf
16-03-2024,Fase 07 Banco 940 Malla 1A,Ejecutada,11:33,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\03.Marzo\Registro%20tronaduras%20ejecutadas%2016-03-2024.pdf
16-03-2024,Fase 07 Banco 950 Malla 8C-11B-12A,Suspendida por condición de viento,12:00,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\03.Marzo\Registro%20tronaduras%20ejecutadas%2016-03-2024.pdf
18-03-2024,Fase 07 Banco 950 mallas 08c-11b-12a,Ejecutada,11:08,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\03.Marzo\Registro%20tronaduras%20ejecutadas%2018-03-2024.pdf
18-03-2024,Fase 06 Banco 940 mallas 20c,Ejecutada,11:12,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\03.Marzo\Registro%20tronaduras%20ejecutadas%2018-03-2024.pdf
18-03-2024,Fase 06 Banco 940 mallas 18b-21a,Ejecutada,11:16,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\03.Marzo\Registro%20tronaduras%20ejecutadas%2018-03-2024.pdf
19-03-2024,Fase 06 Banco 950 mallas 16b,Ejecutada,11:11,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\03.Marzo\Registro%20tronaduras%20ejecutadas%2019-03-2024.pdf
19-03-2024,0,Ejecutada,11:11,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\03.Marzo\Registro%20tronaduras%20ejecutadas%2019-03-2024.pdf
25-03-2024,Fase 07 Banco 940 mallas 01b-02a,Ejecutada,12:06,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\03.Marzo\Registro%20tronaduras%20ejecutadas%2025-03-2024.pdf
25-03-2024,Fase 07 Banco 940 mallas precorte,Ejecutada,12:06,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\03.Marzo\Registro%20tronaduras%20ejecutadas%2025-03-2024.pdf
25-03-2024,Fase 06 Banco 940 mallas 18c-19d-22a,Ejecutada,12:11,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\03.Marzo\Registro%20tronaduras%20ejecutadas%2025-03-2024.pdf
25-03-2024,Fase 06 Banco 950 mallas 19a-20a,Ejecutada,12:15,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\03.Marzo\Registro%20tronaduras%20ejecutadas%2025-03-2024.pdf
25-03-2024,Fase 06 Banco 950 mallas Precorte,Ejecutada,12:15,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\03.Marzo\Registro%20tronaduras%20ejecutadas%2025-03-2024.pdf
26-03-2024,Fase 06 Banco 950 mallas 23b,Ejecutada,11:28,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\03.Marzo\Registro%20tronaduras%20ejecutadas%2026-03-2024.pdf
26-03-2024,Fase 07 Banco 940 mallas 03a,Suspendida por condición operacional,8:00,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\03.Marzo\Registro%20tronaduras%20ejecutadas%2026-03-2024.pdf
27-03-2024,Fase 06 Banco 950 mallas 21a-22a,Ejecutada,12:41,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\03.Marzo\Registro%20tronaduras%20ejecutadas%2027-03-2024.pdf
27-03-2024,Fase 06 Banco 950 malla Precorte,Ejecutada,12:41,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\03.Marzo\Registro%20tronaduras%20ejecutadas%2027-03-2024.pdf
02-04-2024,Fase 06 Banco 950 mallas 15b-24a,Ejecutada,11:30,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\04.Abril\Registro%20tronadura%20realizada%2002-04-2024.pdf
02-04-2024,Fase 06 Banco 950 malla Precorte,Ejecutada,11:30,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\04.Abril\Registro%20tronadura%20realizada%2002-04-2024.pdf
02-04-2024,Fase 07 Banco 950 mallas 11b-12b,Ejecutada,11:21,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\04.Abril\Registro%20tronadura%20realizada%2002-04-2024.pdf
02-04-2024,Fase 07 Banco 940 mallas 04a-05a,Ejecutada,11:26,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\04.Abril\Registro%20tronadura%20realizada%2002-04-2024.pdf
09-04-2024,Fase 06 Banco 950 Malla 24B,Ejecutada,12:17,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\04.Abril\Registro%20tronadura%20realizada%2009-04-2024.pdf
09-04-2024,Fase 06 Banco 950 Malla Precorte,Ejecutada,12:17,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\04.Abril\Registro%20tronadura%20realizada%2009-04-2024.pdf
09-04-2024,Fase 06 Banco 940 Malla 24A,Ejecutada,12:24,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\04.Abril\Registro%20tronadura%20realizada%2009-04-2024.pdf
09-04-2024,Fase 06 Banco 940 Malla Precorte,Ejecutada,12:24,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\04.Abril\Registro%20tronadura%20realizada%2009-04-2024.pdf
09-04-2024,Fase 07 Banco 950 Malla 12C-13A,Ejecutada,13:33,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\04.Abril\Registro%20tronadura%20realizada%2009-04-2024.pdf
11-04-2024,Fase 06 Banco 940 mallas 25A-27A,Ejecutada,12:14,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\04.Abril\Registro%20tronadura%20realizada%2011-04-2024.pdf
11-04-2024,Fase 06 Banco 940 malla Precorte,Ejecutada,12:14,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\04.Abril\Registro%20tronadura%20realizada%2011-04-2024.pdf
11-04-2024,0,Ejecutada,12:14,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\04.Abril\Registro%20tronadura%20realizada%2011-04-2024.pdf
12-04-2024,Fase 07 Banco 940 mallas 01c,Ejecutada,10:21,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\04.Abril\Registro%20tronadura%20realizada%2012-04-2024.pdf
12-04-2024,Fase 07 Banco 940 mallas 03b,Ejecutada,10:35,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\04.Abril\Registro%20tronadura%20realizada%2012-04-2024.pdf
12-04-2024,Fase 07 Banco 950 mallas 08d-11c-12d,Ejecutada,10:39,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\04.Abril\Registro%20tronadura%20realizada%2012-04-2024.pdf
12-04-2024,0,Ejecutada,10:39,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\04.Abril\Registro%20tronadura%20realizada%2012-04-2024.pdf
20-04-2024,Fase 06 Banco 940 mallas 18d-21b-22b-23a,Ejecutada,10:12,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\04.Abril\Registro%20tronadura%20realizada%2020-04-2024.pdf
20-04-2024,0,Ejecutada,10:12,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\04.Abril\Registro%20tronadura%20realizada%2020-04-2024.pdf
23-04-2024,Fase 06 Banco 950 Malla 24D,Ejecutada,11:56,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\04.Abril\Registro%20tronadura%20realizada%2023-04-2024.pdf
24-04-2024,Fase 06 Banco 940 Malla 23B-25B-27B,Ejecutada,13:28,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\04.Abril\Registro%20tronadura%20realizada%2024-04-2024.pdf
24-04-2024,Fase 06 Banco 940 Malla PRECORTE,Ejecutada,13:28,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\04.Abril\Registro%20tronadura%20realizada%2024-04-2024.pdf
29-04-2024,Fase 07 Banco 950 mallas 14a-15a,Ejecutada,11:20,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\04.Abril\Registro%20tronadura%20realizada%2029-04-2024.pdf
29-04-2024,Fase 07 Banco 950 malla Precorte,Ejecutada,11:20,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\04.Abril\Registro%20tronadura%20realizada%2029-04-2024.pdf
29-04-2024,Fase 07 Banco 940 mallas 03B-07A,Ejecutada,11:20,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\04.Abril\Registro%20tronadura%20realizada%2029-04-2024.pdf
29-04-2024,Fase 06 Banco 940 mallas 18E-23C-27C,Ejecutada,11:30,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\04.Abril\Registro%20tronadura%20realizada%2029-04-2024.pdf
18-04-2024,Fase 07 Banco 940 mallas 06a,Ejecutada,12:04,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\04.Abril\Registro%20tronadura%20realizadas%20y%20suspendida%2018-04-2024.pdf
18-04-2024,Fase 07 Banco 940 malla Precorte,Ejecutada,12:04,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\04.Abril\Registro%20tronadura%20realizadas%20y%20suspendida%2018-04-2024.pdf
18-04-2024,Fase 06 Banco 940 mallas 19e-20d-24b-26a,Ejecutada,12:12,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\04.Abril\Registro%20tronadura%20realizadas%20y%20suspendida%2018-04-2024.pdf
18-04-2024,Fase 06 Banco 940 mallas precorte,Ejecutada,12:12,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\04.Abril\Registro%20tronadura%20realizadas%20y%20suspendida%2018-04-2024.pdf
18-04-2024,Fase 06 Banco 940 mallas 18d-21b-22b-23a,Suspendida por condición de viento,17:00,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\04.Abril\Registro%20tronadura%20realizadas%20y%20suspendida%2018-04-2024.pdf
22-04-2024,Fase 07 Banco 940 Malla 3C,Ejecutada,12:40,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\04.Abril\Registro%20tronaduras%20realizadas%20y%20suspendidas%2022-04-2024.pdf
22-04-2024,Fase 07 Banco 940 Malla 6B,Ejecutada,13:03,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\04.Abril\Registro%20tronaduras%20realizadas%20y%20suspendidas%2022-04-2024.pdf
22-04-2024,Fase 07 Banco 940 Malla Precorte,Ejecutada,13:03,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\04.Abril\Registro%20tronaduras%20realizadas%20y%20suspendidas%2022-04-2024.pdf
22-04-2024,Fase 06 Banco 940 Malla 24D,Suspendida por condición operacional,11:00,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\04.Abril\Registro%20tronaduras%20realizadas%20y%20suspendidas%2022-04-2024.pdf
02-05-2024,Fase 07 Banco 950 Malla 14B,Ejecutada,12:05,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\05.%20Mayo\Registro%20tronadura%20realizada%2002-05-2024.pdf
02-05-2024,Fase 07 Banco 950 Malla Precorte,Ejecutada,12:05,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\05.%20Mayo\Registro%20tronadura%20realizada%2002-05-2024.pdf
03-05-2024,Fase 06 Banco 940 Malla 25C-28A,Ejecutada,12:11,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\05.%20Mayo\Registro%20tronadura%20realizada%2003-05-2024.pdf
03-05-2024,Fase 06 Banco 940 Malla Precorte,Ejecutada,12:11,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\05.%20Mayo\Registro%20tronadura%20realizada%2003-05-2024.pdf
06-05-2024,Fase 06 Banco 930 malla 99A,Ejecutada,10:30,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\05.%20Mayo\Registro%20tronadura%20realizada%2006-05-2024.pdf
06-05-2024,Fase 06 Banco 940 malla 18E-22C,Ejecutada,10:30,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\05.%20Mayo\Registro%20tronadura%20realizada%2006-05-2024.pdf
06-05-2024,0,Ejecutada,10:30,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\05.%20Mayo\Registro%20tronadura%20realizada%2006-05-2024.pdf
13-05-2024,Fase 07 Banco 940 malla 03e-07b,Ejecutada,12:55,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\05.%20Mayo\Registro%20tronadura%20realizada%2013-05-2024.pdf
13-05-2024,Fase 07 Banco 950 malla 15b,Ejecutada,12:55,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\05.%20Mayo\Registro%20tronadura%20realizada%2013-05-2024.pdf
13-05-2024,Fase 07 Banco 950 malla precorte,Ejecutada,12:55,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\05.%20Mayo\Registro%20tronadura%20realizada%2013-05-2024.pdf
13-05-2024,Fase 06 Banco 930 malla 08a,Ejecutada,12:59,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\05.%20Mayo\Registro%20tronadura%20realizada%2013-05-2024.pdf
15-05-2024,Fase 06 Banco 930 malla 09a,Ejecutada,10:38,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\05.%20Mayo\Registro%20tronadura%20realizada%2015-05-2024.pdf
15-05-2024,Fase 06 Banco 940 mallas 28b-29a,Ejecutada,10:49,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\05.%20Mayo\Registro%20tronadura%20realizada%2015-05-2024.pdf
